"","V1","V2","V3","V4"
"22743",26,22743,3720000,0.262912
"22744",26,22744,3730000,0.239631
"22745",26,22745,3740000,0.222679
"22746",26,22746,3750000,0.043069
"22747",26,22747,3770000,0.0982739
"22748",26,22748,3780000,0.261149
"22749",26,22749,3790000,0.259946
"22750",26,22750,3800000,0.12822
"22751",26,22751,3810000,0.240956
"22752",26,22752,3820000,0.166874
"22753",26,22753,3830000,0.222905
"22754",26,22754,3840000,0.414328
"22755",26,22755,3850000,0.122243
"22756",26,22756,3860000,0.265396
"22757",26,22757,3870000,0.203331
"22758",26,22758,3880000,0.202042
"22759",26,22759,3890000,0.1431
"22760",26,22760,3910000,0.255388
"22761",26,22761,3920000,0.245917
"22762",26,22762,3940000,0.269943
"22763",26,22763,3950000,0.198842
"22764",26,22764,3960000,0.2265
"22765",26,22765,3970000,0.226119
"22766",26,22766,3980000,0.18245
"22767",26,22767,3990000,0.257707
"22768",26,22768,4000000,0.0616016
"22769",26,22769,4010000,0.124771
"22770",26,22770,4020000,0.197732
"22771",26,22771,4030000,0.211707
"22772",26,22772,4040000,0.2409
"22773",26,22773,4050000,0.160581
"22774",26,22774,4060000,0.037701
"22775",26,22775,4070000,0.209621
"22776",26,22776,4080000,0.182728
"22777",26,22777,4090000,0.118595
"22778",26,22778,4100000,0.102921
"22779",26,22779,4110000,0.334871
"22780",26,22780,4120000,0.338046
"22781",26,22781,4130000,0.225325
"22782",26,22782,4140000,0.0950933
"22783",26,22783,4150000,0.196253
"22784",26,22784,4160000,0.161208
"22785",26,22785,4170000,0.0718192
"22786",26,22786,4180000,0.182101
"22787",26,22787,4190000,0.156648
"22788",26,22788,4200000,0.400854
"22789",26,22789,4210000,0.181129
"22790",26,22790,4220000,0.0876167
"22791",26,22791,4230000,0.185994
"22792",26,22792,4240000,0.171138
"22793",26,22793,4250000,0.358325
"22794",26,22794,4260000,0.460202
"22795",26,22795,4270000,0.188411
"22796",26,22796,4280000,0.143042
"22797",26,22797,4290000,0.205685
"22798",26,22798,4300000,0.0888934
"22799",26,22799,4310000,0.189853
"22800",26,22800,4320000,0.0711169
"22801",26,22801,4330000,0.0779487
"22802",26,22802,4340000,0.199382
"22803",26,22803,4350000,0.0919577
"22804",26,22804,4360000,0.371575
"22805",26,22805,4370000,0.126496
"22806",26,22806,4380000,0.266183
"22807",26,22807,4390000,0.119729
"22808",26,22808,4400000,0.139637
"22809",26,22809,4410000,0.122389
"22810",26,22810,4420000,0.114425
"22811",26,22811,4430000,0.136983
"22812",26,22812,4440000,0.48558
"22813",26,22813,4490000,0.189752
"22814",26,22814,4500000,0.123001
"22815",26,22815,4510000,0.0820357
"22816",26,22816,4520000,0.14622
"22817",26,22817,4530000,0.163894
"22818",26,22818,4540000,0.352193
"22819",26,22819,4550000,0.231295
"22820",26,22820,4560000,0.272807
"22821",26,22821,4570000,0.230191
"22822",26,22822,4580000,0.289223
"22823",26,22823,4590000,0.212586
"22824",26,22824,4600000,0.248276
"22825",26,22825,4610000,0.25162
"22826",26,22826,4620000,0.102028
"22827",26,22827,4630000,0.259948
"22828",26,22828,4640000,0.142339
"22829",26,22829,4650000,0.199091
"22830",26,22830,4660000,0.0677809
"22831",26,22831,4670000,0.171281
"22832",26,22832,4680000,0.0990749
"22833",26,22833,4690000,0.217378
"22834",26,22834,4700000,0.0243512
"22835",26,22835,4710000,0.258236
"22836",26,22836,4720000,0.170031
"22837",26,22837,4730000,0.210765
"22838",26,22838,4740000,0.0892115
"22839",26,22839,4750000,0.315869
"22840",26,22840,4760000,0.189721
"22841",26,22841,4770000,0.207905
"22842",26,22842,4780000,0.219671
"22843",26,22843,4790000,0.241821
"22844",26,22844,4800000,0.241236
"22845",26,22845,4810000,0.400018
"22846",26,22846,4820000,0.29383
"22847",26,22847,4830000,0.205814
"22848",26,22848,4840000,0.153247
"22849",26,22849,4850000,0.184566
"22850",26,22850,4860000,0.226574
"22851",26,22851,4870000,0.23778
"22852",26,22852,4880000,0.236353
"22853",26,22853,4910000,0.126476
"22854",26,22854,4920000,0.165432
"22855",26,22855,4930000,0.194869
"22856",26,22856,4960000,0.115637
"22857",26,22857,4970000,0.204451
"22858",26,22858,4980000,0.0867212
"22859",26,22859,4990000,0.168828
"22860",26,22860,5000000,0.230531
"22861",26,22861,5010000,0.149902
"22862",26,22862,5020000,0.0745239
"22863",26,22863,5040000,0.160288
"22864",26,22864,5050000,0.159078
"22865",26,22865,5060000,0.184188
"22866",26,22866,5090000,0.194265
"22867",26,22867,5100000,0.0560989
"22868",26,22868,5110000,0.123735
"22869",26,22869,5120000,0.0707849
"22870",26,22870,5130000,0.333963
"22871",26,22871,5140000,0.160056
"22872",26,22872,5150000,0.209735
"22873",26,22873,5160000,0.334483
"22874",26,22874,5170000,0.114967
"22875",26,22875,5180000,0.299501
"22876",26,22876,5190000,0.150369
"22877",26,22877,5200000,0.30613
"22878",26,22878,5210000,0.242705
"22879",26,22879,5220000,0.272431
"22880",26,22880,5230000,0.249718
"22881",26,22881,5240000,0.223255
"22882",26,22882,5250000,0.14368
"22883",26,22883,5260000,0.149458
"22884",26,22884,5290000,0.0799553
"22885",26,22885,5300000,0.0636548
"22886",26,22886,5310000,0.368951
"22887",26,22887,5320000,0.172456
"22888",26,22888,5330000,0.236749
"22889",26,22889,5340000,0.28477
"22890",26,22890,5350000,0.375277
"22891",26,22891,5360000,0.0453958
"22892",26,22892,5370000,0.192801
"22893",26,22893,5380000,0.224932
"22894",26,22894,5390000,0.15742
"22895",26,22895,5400000,0.167392
"22896",26,22896,5410000,0.315226
"22897",26,22897,5420000,0.206757
"22898",26,22898,5430000,0.294183
"22899",26,22899,5440000,0.219832
"22900",26,22900,5450000,0.320512
"22901",26,22901,5460000,0.132123
"22902",26,22902,5470000,0.225568
"22903",26,22903,5480000,0.191601
"22904",26,22904,5490000,0.288513
"22905",26,22905,5500000,0.267639
"22906",26,22906,5510000,0.388136
"22907",26,22907,5520000,0.349179
"22908",26,22908,5530000,0.312559
"22909",26,22909,5540000,0.356293
"22910",26,22910,5550000,0.103962
"22911",26,22911,5560000,0.234702
"22912",26,22912,5570000,0.249451
"22913",26,22913,5580000,0.245303
"22914",26,22914,5590000,0.097011
"22915",26,22915,5600000,0.132721
"22916",26,22916,5610000,0.112984
"22917",26,22917,5620000,0.204492
"22918",26,22918,5630000,0.1527
"22919",26,22919,5640000,0.148096
"22920",26,22920,5650000,0.298725
"22921",26,22921,5690000,0.117349
"22922",26,22922,5700000,0.0645611
"22923",26,22923,5710000,0.192104
"22924",26,22924,5720000,0.240239
"22925",26,22925,5730000,0.162703
"22926",26,22926,5740000,0.220761
"22927",26,22927,5750000,0.120606
"22928",26,22928,5760000,0.236071
"22929",26,22929,5770000,0.0981577
"22930",26,22930,5780000,0.159591
"22931",26,22931,5790000,0.121474
"22932",26,22932,5800000,0.0789979
"22933",26,22933,5810000,0.28176
"22934",26,22934,5820000,0.275325
"22935",26,22935,5830000,0.272413
"22936",26,22936,5840000,0.304076
"22937",26,22937,5850000,0.217693
"22938",26,22938,5860000,0.119321
"22939",26,22939,5870000,0.11557
"22940",26,22940,5880000,0.235558
"22941",26,22941,5890000,0.309649
"22942",26,22942,5900000,0.145903
"22943",26,22943,5910000,0.206431
"22944",26,22944,5920000,0.192969
"22945",26,22945,5930000,0.126345
"22946",26,22946,5940000,0.245684
"22947",26,22947,5950000,0.104199
"22948",26,22948,5960000,0.102056
"22949",26,22949,5970000,0.196755
"22950",26,22950,5980000,0.172914
"22951",26,22951,5990000,0.156827
"22952",26,22952,6000000,0.183214
"22953",26,22953,6010000,0.074849
"22954",26,22954,6020000,0.146094
"22955",26,22955,6030000,0.136443
"22956",26,22956,6040000,0.0173254
"22957",26,22957,6060000,0.176606
"22958",26,22958,6070000,0.243133
"22959",26,22959,6080000,0.147543
"22960",26,22960,6090000,0.173188
"22961",26,22961,6100000,0.25626
"22962",26,22962,6110000,0.200804
"22963",26,22963,6120000,0.0674979
"22964",26,22964,6130000,0.0519708
"22965",26,22965,6140000,0.193508
"22966",26,22966,6150000,0.185091
"22967",26,22967,6160000,0.241801
"22968",26,22968,6170000,0.175118
"22969",26,22969,6180000,0.192798
"22970",26,22970,6190000,0.0459863
"22971",26,22971,6200000,0.236699
"22972",26,22972,6210000,0.305113
"22973",26,22973,6220000,0.130735
"22974",26,22974,6230000,0.215694
"22975",26,22975,6240000,0.302542
"22976",26,22976,6250000,0.219265
"22977",26,22977,6260000,0.0999984
"22978",26,22978,6270000,0.189429
"22979",26,22979,6280000,0.244692
"22980",26,22980,6290000,0.180849
"22981",26,22981,6300000,0.25212
"22982",26,22982,6350000,0.2783
"22983",26,22983,6360000,0.375594
"22984",26,22984,6370000,0.348568
"22985",26,22985,6380000,0.227766
"22986",26,22986,6390000,0.20553
"22987",26,22987,6400000,0.311873
"22988",26,22988,6410000,0.0736529
"22989",26,22989,6420000,0.137168
"22990",26,22990,6430000,0.237045
"22991",26,22991,6440000,0.0670562
"22992",26,22992,6450000,0.208068
"22993",26,22993,6460000,0.132716
"22994",26,22994,6470000,0.214053
"22995",26,22995,6480000,0.145586
"22996",26,22996,6490000,0.194097
"22997",26,22997,6500000,0.209522
"22998",26,22998,6510000,0.176041
"22999",26,22999,6520000,0.20038
"23000",26,23000,6530000,0.235788
"23001",26,23001,6540000,0.290607
"23002",26,23002,6570000,0.230795
"23003",26,23003,6580000,0.0313629
"23004",26,23004,6590000,0.148455
"23005",26,23005,6630000,0.0450487
"23006",27,23006,10000,0.248322
"23007",27,23007,40000,0.090762
"23008",27,23008,50000,0.374946
"23009",27,23009,60000,0.324928
"23010",27,23010,70000,0.281101
"23011",27,23011,80000,0.112554
"23012",27,23012,90000,0.319388
"23013",27,23013,100000,0.194847
"23014",27,23014,120000,0.306308
"23015",27,23015,130000,0.392427
"23016",27,23016,150000,0.233967
"23017",27,23017,160000,0.222771
"23018",27,23018,170000,0.124254
"23019",27,23019,190000,0.157234
"23020",27,23020,200000,0.0802979
"23021",27,23021,210000,0.320183
"23022",27,23022,240000,0.144735
"23023",27,23023,250000,0.125445
"23024",27,23024,260000,0.267626
"23025",27,23025,270000,0.0726972
"23026",27,23026,280000,0.276757
"23027",27,23027,300000,0.200698
"23028",27,23028,310000,0.186701
"23029",27,23029,330000,0.240606
"23030",27,23030,340000,0.257831
"23031",27,23031,350000,0.275902
"23032",27,23032,360000,0.0705225
"23033",27,23033,370000,0.293022
"23034",27,23034,390000,0.257175
"23035",27,23035,400000,0.257714
"23036",27,23036,410000,0.267423
"23037",27,23037,430000,0.250782
"23038",27,23038,450000,0.351246
"23039",27,23039,460000,0.167566
"23040",27,23040,480000,0.480675
"23041",27,23041,490000,0.474255
"23042",27,23042,500000,0.237646
"23043",27,23043,520000,0.290412
"23044",27,23044,530000,0.284476
"23045",27,23045,540000,0.429358
"23046",27,23046,550000,0.213634
"23047",27,23047,560000,0.182654
"23048",27,23048,580000,0.172994
"23049",27,23049,590000,0.0279163
"23050",27,23050,600000,0.188892
"23051",27,23051,610000,0.271218
"23052",27,23052,620000,0.281005
"23053",27,23053,630000,0.102908
"23054",27,23054,640000,0.186425
"23055",27,23055,650000,0.318023
"23056",27,23056,660000,0.18809
"23057",27,23057,670000,0.0499556
"23058",27,23058,700000,0.169198
"23059",27,23059,710000,0.161439
"23060",27,23060,720000,0.333473
"23061",27,23061,730000,0.168734
"23062",27,23062,740000,0.251754
"23063",27,23063,750000,0.0714147
"23064",27,23064,780000,0.211356
"23065",27,23065,800000,0.229262
"23066",27,23066,810000,0.26467
"23067",27,23067,830000,0.203724
"23068",27,23068,840000,0.327324
"23069",27,23069,850000,0.375443
"23070",27,23070,880000,0.297908
"23071",27,23071,890000,0.295067
"23072",27,23072,900000,0.378911
"23073",27,23073,920000,0.231369
"23074",27,23074,930000,0.402677
"23075",27,23075,940000,0.331709
"23076",27,23076,950000,0.229383
"23077",27,23077,970000,0.159544
"23078",27,23078,980000,0.0332082
"23079",27,23079,990000,0.250932
"23080",27,23080,1000000,0.203555
"23081",27,23081,1010000,0.354308
"23082",27,23082,1020000,0.251695
"23083",27,23083,1030000,0.35472
"23084",27,23084,1040000,0.216466
"23085",27,23085,1050000,0.223838
"23086",27,23086,1060000,0.254572
"23087",27,23087,1070000,0.216606
"23088",27,23088,1080000,0.230338
"23089",27,23089,1090000,0.158991
"23090",27,23090,1100000,0.250022
"23091",27,23091,1110000,0.247211
"23092",27,23092,1120000,0.28997
"23093",27,23093,1130000,0.313146
"23094",27,23094,1140000,0.27159
"23095",27,23095,1150000,0.314897
"23096",27,23096,1160000,0.342789
"23097",27,23097,1170000,0.18811
"23098",27,23098,1180000,0.198508
"23099",27,23099,1190000,0.281248
"23100",27,23100,1200000,0.172503
"23101",27,23101,1210000,0.22828
"23102",27,23102,1220000,0.212868
"23103",27,23103,1230000,0.171247
"23104",27,23104,1240000,0.180315
"23105",27,23105,1250000,0.355579
"23106",27,23106,1260000,0.209941
"23107",27,23107,1270000,0.164886
"23108",27,23108,1280000,0.219222
"23109",27,23109,1290000,0.268347
"23110",27,23110,1300000,0.237994
"23111",27,23111,1310000,0.135171
"23112",27,23112,1320000,0.260397
"23113",27,23113,1330000,0.371884
"23114",27,23114,1340000,0.330568
"23115",27,23115,1350000,0.196338
"23116",27,23116,1360000,0.206458
"23117",27,23117,1370000,0.366782
"23118",27,23118,1380000,0.117177
"23119",27,23119,1390000,0.270152
"23120",27,23120,1400000,0.218268
"23121",27,23121,1410000,0.220894
"23122",27,23122,1420000,0.200669
"23123",27,23123,1430000,0.4062
"23124",27,23124,1440000,0.108409
"23125",27,23125,1450000,0.229061
"23126",27,23126,1460000,0.287794
"23127",27,23127,1470000,0.170364
"23128",27,23128,1480000,0.321552
"23129",27,23129,1490000,0.224041
"23130",27,23130,1500000,0.171186
"23131",27,23131,1510000,0.224233
"23132",27,23132,1520000,0.310593
"23133",27,23133,1540000,0.267245
"23134",27,23134,1550000,0.320533
"23135",27,23135,1560000,0.108584
"23136",27,23136,1570000,0.205987
"23137",27,23137,1580000,0.377723
"23138",27,23138,1590000,0.262295
"23139",27,23139,1600000,0.306906
"23140",27,23140,1610000,0.266924
"23141",27,23141,1620000,0.19803
"23142",27,23142,1630000,0.16921
"23143",27,23143,1640000,0.386946
"23144",27,23144,1650000,0.532849
"23145",27,23145,1660000,0.335344
"23146",27,23146,1670000,0.37767
"23147",27,23147,1680000,0.268406
"23148",27,23148,1690000,0.354761
"23149",27,23149,1700000,0.252894
"23150",27,23150,1710000,0.239177
"23151",27,23151,1720000,0.279359
"23152",27,23152,1730000,0.283878
"23153",27,23153,1740000,0.23745
"23154",27,23154,1750000,0.285858
"23155",27,23155,1760000,0.269443
"23156",27,23156,1770000,0.230769
"23157",27,23157,1790000,0.0384975
"23158",27,23158,1800000,0.279939
"23159",27,23159,1810000,0.232751
"23160",27,23160,1820000,0.24757
"23161",27,23161,1830000,0.467829
"23162",27,23162,1840000,0.471031
"23163",27,23163,1850000,0.399969
"23164",27,23164,1860000,0.165927
"23165",27,23165,1870000,0.296156
"23166",27,23166,1880000,0.453221
"23167",27,23167,1890000,0.524197
"23168",27,23168,1900000,0.449548
"23169",27,23169,1910000,0.128557
"23170",27,23170,1920000,0.107492
"23171",27,23171,1930000,0.279495
"23172",27,23172,1940000,0.446901
"23173",27,23173,1950000,0.46175
"23174",27,23174,1960000,0.305684
"23175",27,23175,1970000,0.261649
"23176",27,23176,1980000,0.271861
"23177",27,23177,1990000,0.204026
"23178",27,23178,2000000,0.0757885
"23179",27,23179,2010000,0.439226
"23180",27,23180,2020000,0.373844
"23181",27,23181,2030000,0.213454
"23182",27,23182,2040000,0.270106
"23183",27,23183,2050000,0.233847
"23184",27,23184,2060000,0.395767
"23185",27,23185,2070000,0.106754
"23186",27,23186,2080000,0.0659034
"23187",27,23187,2090000,0.117127
"23188",27,23188,2100000,0.244687
"23189",27,23189,2120000,0.23854
"23190",27,23190,2130000,0.169991
"23191",27,23191,2140000,0.356903
"23192",27,23192,2160000,0.181126
"23193",27,23193,2170000,0.27008
"23194",27,23194,2180000,0.218851
"23195",27,23195,2190000,0.290434
"23196",27,23196,2200000,0.260418
"23197",27,23197,2210000,0.359003
"23198",27,23198,2220000,0.199197
"23199",27,23199,2230000,0.171885
"23200",27,23200,2240000,0.452856
"23201",27,23201,2250000,0.409502
"23202",27,23202,2260000,0.379413
"23203",27,23203,2270000,0.364939
"23204",27,23204,2280000,0.235292
"23205",27,23205,2290000,0.168752
"23206",27,23206,2300000,0.389292
"23207",27,23207,2310000,0.156823
"23208",27,23208,2330000,0.109856
"23209",27,23209,2340000,0.110641
"23210",27,23210,2350000,0.363395
"23211",27,23211,2360000,0.416266
"23212",27,23212,2370000,0.3013
"23213",27,23213,2380000,0.0339853
"23214",27,23214,2390000,0.0593169
"23215",27,23215,2400000,0.0970581
"23216",27,23216,2410000,0.261941
"23217",27,23217,2420000,0.180153
"23218",27,23218,2430000,0.318114
"23219",27,23219,2440000,0.352397
"23220",27,23220,2450000,0.293234
"23221",27,23221,2480000,0.21816
"23222",27,23222,2490000,0.219097
"23223",27,23223,2500000,0.143341
"23224",27,23224,2510000,0.325729
"23225",27,23225,2520000,0.176125
"23226",27,23226,2530000,0.135446
"23227",27,23227,2540000,0.382058
"23228",27,23228,2560000,0.39476
"23229",27,23229,2570000,0.288912
"23230",27,23230,2580000,0.329761
"23231",27,23231,2590000,0.2435
"23232",27,23232,2600000,0.194158
"23233",27,23233,2610000,0.192202
"23234",27,23234,2620000,0.425822
"23235",27,23235,2630000,0.182739
"23236",27,23236,2660000,0.246498
"23237",27,23237,2670000,0.322576
"23238",27,23238,2690000,0.214075
"23239",27,23239,2710000,0.323084
"23240",27,23240,2720000,0.276986
"23241",27,23241,2730000,0.423542
"23242",27,23242,2750000,0.497974
"23243",27,23243,2760000,0.178077
"23244",27,23244,2780000,0.105944
"23245",27,23245,2790000,0.281843
"23246",27,23246,2800000,0.161372
"23247",27,23247,2810000,0.311244
"23248",27,23248,2820000,0.283998
"23249",27,23249,2830000,0.0968278
"23250",27,23250,2840000,0.28531
"23251",27,23251,2860000,0.349136
"23252",27,23252,2870000,0.104588
"23253",27,23253,2880000,0.200627
"23254",27,23254,2890000,0.265734
"23255",27,23255,2900000,0.303883
"23256",27,23256,2910000,0.20428
"23257",27,23257,2920000,0.342925
"23258",27,23258,2940000,0.172376
"23259",27,23259,2950000,0.374592
"23260",27,23260,2960000,0.246072
"23261",27,23261,2970000,0.226592
"23262",27,23262,2980000,0.135572
"23263",27,23263,2990000,0.164724
"23264",27,23264,3010000,0.134966
"23265",27,23265,3020000,0.293948
"23266",27,23266,3030000,0.120087
"23267",27,23267,3040000,0.0837659
"23268",27,23268,3050000,0.210615
"23269",27,23269,3060000,0.29935
"23270",27,23270,3070000,0.166509
"23271",27,23271,3080000,0.203224
"23272",27,23272,3100000,0.258538
"23273",27,23273,3110000,0.310334
"23274",27,23274,3120000,0.160717
"23275",27,23275,3130000,0.0885487
"23276",27,23276,3140000,0.0939933
"23277",27,23277,3150000,0.104018
"23278",27,23278,3160000,0.156482
"23279",27,23279,3170000,0.191742
"23280",27,23280,3180000,0.179069
"23281",27,23281,3190000,0.206208
"23282",27,23282,3200000,0.194423
"23283",27,23283,3210000,0.10448
"23284",27,23284,3220000,0.425
"23285",27,23285,3230000,0.3009
"23286",27,23286,3240000,0.303171
"23287",27,23287,3250000,0.300793
"23288",27,23288,3260000,0.25948
"23289",27,23289,3280000,0.235455
"23290",27,23290,3300000,0.31419
"23291",27,23291,3310000,0.115255
"23292",27,23292,3320000,0.179337
"23293",27,23293,3340000,0.0961482
"23294",27,23294,3350000,0.312564
"23295",27,23295,3360000,0.163212
"23296",27,23296,3370000,0.166106
"23297",27,23297,3390000,0.218936
"23298",27,23298,3400000,0.238095
"23299",27,23299,3410000,0.206048
"23300",27,23300,3420000,0.336329
"23301",27,23301,3430000,0.144528
"23302",27,23302,3440000,0.35301
"23303",27,23303,3460000,0.168538
"23304",27,23304,3470000,0.0427397
"23305",27,23305,3480000,0.344864
"23306",27,23306,3490000,0.245918
"23307",27,23307,3510000,0.00333184
"23308",27,23308,3520000,0.281411
"23309",27,23309,3530000,0.147133
"23310",27,23310,3540000,0.267133
"23311",27,23311,3550000,0.143087
"23312",27,23312,3560000,0.270233
"23313",27,23313,3570000,0.257942
"23314",27,23314,3580000,0.288071
"23315",27,23315,3590000,0.288504
"23316",27,23316,3600000,0.234498
"23317",27,23317,3610000,0.251593
"23318",27,23318,3620000,0.189645
"23319",27,23319,3630000,0.24902
"23320",27,23320,3640000,0.446375
"23321",27,23321,3650000,0.291339
"23322",27,23322,3660000,0.205991
"23323",27,23323,3670000,0.208657
"23324",27,23324,3680000,0.223209
"23325",27,23325,3690000,0.425495
"23326",27,23326,3700000,0.190302
"23327",27,23327,3710000,0.0814201
"23328",27,23328,3720000,0.163912
"23329",27,23329,3730000,0.234229
"23330",27,23330,3740000,0.0469834
"23331",27,23331,3750000,0.156838
"23332",27,23332,3760000,0.164078
"23333",27,23333,3770000,0.101501
"23334",27,23334,3780000,0.0798083
"23335",27,23335,3800000,0.135671
"23336",27,23336,3810000,0.274877
"23337",27,23337,3850000,0.233383
"23338",27,23338,3860000,0.154033
"23339",27,23339,3870000,0.249895
"23340",27,23340,3880000,0.220145
"23341",27,23341,3900000,0.144283
"23342",27,23342,3910000,0.274083
"23343",27,23343,3920000,0.213429
"23344",27,23344,3950000,0.131579
"23345",27,23345,3960000,0.141816
"23346",27,23346,3970000,0.0701331
"23347",27,23347,4010000,0.208523
"23348",27,23348,4020000,0.119658
"23349",27,23349,4030000,0.126657
"23350",27,23350,4040000,0.16735
"23351",27,23351,4050000,0.295361
"23352",27,23352,4070000,0.697565
"23353",27,23353,4080000,0.784624
"23354",27,23354,4100000,0.177282
"23355",27,23355,4110000,0.343102
"23356",27,23356,4120000,0.616674
"23357",27,23357,4170000,0.27873
"23358",27,23358,4180000,0.234961
"23359",27,23359,4190000,0.244354
"23360",27,23360,4200000,0.149062
"23361",27,23361,4240000,0.336073
"23362",27,23362,4250000,0.268302
"23363",27,23363,4260000,0.215223
"23364",27,23364,4280000,0.118476
"23365",27,23365,4300000,0.277727
"23366",27,23366,4320000,0.249212
"23367",27,23367,4330000,0.291921
"23368",27,23368,4340000,0.233093
"23369",27,23369,4350000,0.388741
"23370",27,23370,4360000,0.27632
"23371",27,23371,4370000,0.26417
"23372",27,23372,4380000,0.316607
"23373",27,23373,4390000,0.18251
"23374",27,23374,4400000,0.0858825
"23375",27,23375,4410000,0.104284
"23376",27,23376,4420000,0.225739
"23377",27,23377,4430000,0.433499
"23378",27,23378,4440000,0.249563
"23379",27,23379,4450000,0.484966
"23380",27,23380,4470000,0.327476
"23381",27,23381,4480000,0.0694428
"23382",27,23382,4490000,0.0630781
"23383",27,23383,4500000,0.187795
"23384",27,23384,4520000,0.386176
"23385",27,23385,4530000,0.126137
"23386",27,23386,4540000,0.313215
"23387",27,23387,4550000,0.309323
"23388",27,23388,4560000,0.358376
"23389",27,23389,4570000,0.367641
"23390",27,23390,4580000,0.18081
"23391",27,23391,4590000,0.199095
"23392",27,23392,4600000,0.193959
"23393",27,23393,4610000,0.167027
"23394",27,23394,4620000,0.216214
"23395",27,23395,4630000,0.479446
"23396",27,23396,4640000,0.20244
"23397",27,23397,4650000,0.168283
"23398",27,23398,4660000,0.173064
"23399",27,23399,4670000,0.213989
"23400",27,23400,4680000,0.251293
"23401",27,23401,4750000,0.239986
"23402",27,23402,4770000,0.40403
"23403",27,23403,4780000,0.42734
"23404",27,23404,4790000,0.189666
"23405",27,23405,4800000,0.312394
"23406",27,23406,4810000,0.26273
"23407",27,23407,4820000,0.4558
"23408",27,23408,4830000,0.170419
"23409",27,23409,4850000,0.361198
"23410",27,23410,4860000,0.283397
"23411",27,23411,4870000,0.297171
"23412",27,23412,4880000,0.3777
"23413",27,23413,4900000,0.222698
"23414",27,23414,4910000,0.390045
"23415",27,23415,4920000,0.477251
"23416",27,23416,4930000,0.235175
"23417",27,23417,4940000,0.126369
"23418",27,23418,4950000,0.401277
"23419",27,23419,5000000,0.296911
"23420",27,23420,5010000,0.118787
"23421",27,23421,5020000,0.150475
"23422",27,23422,5030000,0.1874
"23423",27,23423,5040000,0.110743
"23424",27,23424,5050000,0.3403
"23425",27,23425,5070000,0.184614
"23426",27,23426,5080000,0.13176
"23427",27,23427,5090000,0.246244
"23428",27,23428,5110000,0.332322
"23429",27,23429,5130000,0.283871
"23430",27,23430,5140000,0.274844
"23431",27,23431,5150000,0.320519
"23432",27,23432,5160000,0.19466
"23433",27,23433,5180000,0.301657
"23434",27,23434,5200000,0.146876
"23435",27,23435,5210000,0.15362
"23436",27,23436,5220000,0.304675
"23437",27,23437,5230000,0.161896
"23438",27,23438,5240000,0.162672
"23439",27,23439,5250000,0.241979
"23440",27,23440,5270000,0.254916
"23441",27,23441,5290000,0.351559
"23442",27,23442,5300000,0.260987
"23443",27,23443,5340000,0.212122
"23444",27,23444,5350000,0.153071
"23445",27,23445,5360000,0.254206
"23446",27,23446,5370000,0.336837
"23447",27,23447,5380000,0.189398
"23448",27,23448,5390000,0.390392
"23449",27,23449,5400000,0.163036
"23450",27,23450,5410000,0.339005
"23451",27,23451,5420000,0.23465
"23452",27,23452,5430000,0.244202
"23453",27,23453,5440000,0.278864
"23454",27,23454,5450000,0.13043
"23455",27,23455,5470000,0.112931
"23456",27,23456,5480000,0.157521
"23457",27,23457,5490000,0.228517
"23458",27,23458,5500000,0.18218
"23459",27,23459,5510000,0.21964
"23460",27,23460,5520000,0.12008
"23461",27,23461,5530000,0.226815
"23462",27,23462,5540000,0.131088
"23463",27,23463,5550000,0.126261
"23464",27,23464,5560000,0.118869
"23465",27,23465,5570000,0.173863
"23466",27,23466,5580000,0.207958
"23467",27,23467,5590000,0.146547
"23468",27,23468,5600000,0.132956
"23469",27,23469,5610000,0.172431
"23470",27,23470,5620000,0.16215
"23471",27,23471,5630000,0.112911
"23472",27,23472,5640000,0.150871
"23473",27,23473,5650000,0.0984966
"23474",27,23474,5660000,0.142307
"23475",27,23475,5670000,0.0991973
"23476",27,23476,5680000,0.0877829
"23477",27,23477,5690000,0.221915
"23478",27,23478,5700000,0.311669
"23479",27,23479,5710000,0.0424522
"23480",27,23480,5720000,0.126525
"23481",27,23481,5740000,0.0983756
"23482",27,23482,5750000,0.161791
"23483",27,23483,5770000,0.217602
"23484",27,23484,5780000,0.515537
"23485",27,23485,5790000,0.297583
"23486",27,23486,5820000,0.188174
"23487",27,23487,5830000,0.226051
"23488",27,23488,5840000,0.203136
"23489",27,23489,5850000,0.217018
"23490",27,23490,5860000,0.17905
"23491",27,23491,5870000,0.25991
"23492",27,23492,5880000,0.326279
"23493",27,23493,5890000,0.280776
"23494",27,23494,5900000,0.266287
"23495",27,23495,5910000,0.168416
"23496",27,23496,5920000,0.131032
"23497",27,23497,5930000,0.141222
"23498",27,23498,5950000,0.177718
"23499",27,23499,5970000,0.177328
"23500",27,23500,5980000,0.228186
"23501",27,23501,5990000,0.09497
"23502",27,23502,6000000,0.174748
"23503",27,23503,6010000,0.238599
"23504",27,23504,6020000,0.109865
"23505",27,23505,6030000,0.178187
"23506",27,23506,6040000,0.221379
"23507",27,23507,6060000,0.134359
"23508",27,23508,6070000,0.183647
"23509",27,23509,6080000,0.189845
"23510",27,23510,6090000,0.169531
"23511",27,23511,6100000,0.0957059
"23512",27,23512,6110000,0.211275
"23513",27,23513,6120000,0.250055
"23514",27,23514,6130000,0.208845
"23515",27,23515,6140000,0.140889
"23516",27,23516,6160000,0.0968632
"23517",27,23517,6170000,0.180102
"23518",27,23518,6180000,0.0983015
"23519",27,23519,6190000,0.272437
